public_identifier;num_accomplishment_publications;name;publisher;published_on;description;url
%CA%80%D6%85%C9%AE%C9%9B%CA%80%C8%B6-%C7%9F%D5%BC%C9%96%C9%9B%CA%80%D6%86%D6%85%D5%BC-%CA%9D%CA%80-591ba034;1;;Dujour Magazine;null;null;http://www.dujour.com/2013-10/1761/craziest-requests-for-personal-concierge-services
%CB%9A-stephine-smith-%CB%9A-4235a6a1;1;;The Institute for Environmental Modeling - University of Tennessee;05-03-2016;null;null
%CE%BC%CE%B1%CA%80%CE%B9%E2%84%93%CF%85z-%C9%8D%C9%B8%E1%9F%9C%CE%B1%CA%80%CE%B9%C9%B8-b0aa79117;1;;null;null;null;null
%CF%83%CE%BF%CF%8D%CE%BB%CE%B7%CF%82-chrys-%CF%87%CF%81%CF%85%CF%83%CE%AC%CE%BD%CE%B8%CE%BF%CF%85-chryssanthou-82334b59;1;;Xlibris;null;Narrative of nine incredible but true stories of amazing events in Greece during the 1941-1944 German occupation. They depict the precarious and adventurous life under the Nazis. They are stories about survival, free spirit, heroic acts and a desire for excitement. Unique and highly entertaining stories.;null
%CF%83%CE%BF%CF%8D%CE%BB%CE%B7%CF%82-chrys-%CF%87%CF%81%CF%85%CF%83%CE%AC%CE%BD%CE%B8%CE%BF%CF%85-chryssanthou-82334b59;2;;Xlibris;null;Anthology of poems written in English and in Greek by the poet.Express deeper thoughts and feelings of the poet, his dreams and visions. They cover subjects from  family, romance and sex to war, tragedy and illness.;null
%CF%83%CE%BF%CF%8D%CE%BB%CE%B7%CF%82-chrys-%CF%87%CF%81%CF%85%CF%83%CE%AC%CE%BD%CE%B8%CE%BF%CF%85-chryssanthou-82334b59;3;;Medical and Scientific Journals;null;Over 100 articles published in medical and scientific journals;null
%7Eyanwang;1;;ACM;null;null;http://dl.acm.org/citation.cfm?id=2931026
%7Eyanwang;2;;Proceedings of the 5th International Conference on Mobile Software Engineering and Systems;null;null;http://web.cse.ohio-state.edu/~rountev.1/presto/pubs/msoft18.pdf
%7Eyanwang;3;;MobileSoft;null;null;http://web.cse.ohio-state.edu/presto/pubs/msoft16.pdf
%7Eyanwang;4;;IEEE/ACM 13th International Workshop on Automation of Software Test;null;null;https://ieeexplore.ieee.org/abstract/document/8536345
%7Eyanwang;5;;Proceedings of the 37th International Conference on Software Engineering;null;null;https://dl.acm.org/citation.cfm?id=2818768
%7Eyanwang;6;;Automated Software Engineering;null;null;https://link.springer.com/article/10.1007/s10515-018-0237-6
%7Eyanwang;7;;Proceedings of the 4th International Conference on Mobile Software Engineering and Systems;null;null;https://dl.acm.org/citation.cfm?id=3104110
%C2%B5bio;1;;Molecular plant;05-09-2019;null;https://paperpile.com/shared/ZRptOL
%C2%B5bio;2;;Nature Nanotechnology;05-07-2019;Nanobiotechnology has the potential to enable smart plant sensors that communicate with and actuate electronic devices for improving plant productivity, optimize and automate water and agrochemical allocation, and enable high-throughput plant chemical phenotyping. Reducing crop loss due to environmental and pathogen-related stresses, improving resource use efficiency and selecting optimal plant traits are major challenges in plant agriculture industries worldwide. New technologies are required...;https://doi.org/10.1038/s41565-019-0470-6
%C2%B5bio;3;2018;Journal of Science Policy and Governance;11-11-2018;Here I reviewed the potential impacts that a bond measure would have on biology research, including conservation and rehabilitation of species.;http://jspg2018.gregnewkirk.com
%C2%B5bio;4;;Journal of Visualized Experiments;31-12-2017;null;https://doi.org/10.3791/58373
%C2%B5bio;5;;Journal of Biotechnology and  Bioengineering. Volume 110, Issue 11;01-12-2013;null;http://www.ncbi.nlm.nih.gov/pubmed/23719862
%C3%A1ine-doyle-a3b752139;1;;CrossWorks;17-06-2020;"The goal of this project is to demonstrate how digital interfaces are bodies of visual language that can be \u201cclose-read\u201d and interpreted critically, just like any other traditional text; digital user interfaces, like poetry and novels, have form and content that complement and shape the meaning and interpretation of the other. It is meant to encourage academic discussions about digital interfaces to go beyond whether social media is \u201cgood\u201d or \u201cbad\u201d to how digital interfaces are structured, why...";https://crossworks.holycross.edu/engl_honor/2
%C3%A1ine-doyle-a3b752139;2;;The Criterion;31-08-2019;During the 2016 presidential election, \u201cfake news\u201d became a hot topic that shattered the American public\u2019s trust of traditional news outlets and creating even deeper rifts between the two major political parties. Although the election made the American public acutely aware of \u201cfake news\u201d, the practice of appropriating images and quotations and manipulating information to influence public opinion can be traced back to the beginnings of the printing press. In this essay, I discuss how the...;https://crossworks.holycross.edu/criterion/vol2019/iss1/6
%C3%A1ine-keefer-a876449;1;;Acta Cogitata;05-03-2018;"AbstractOne of the central concepts in feminist film criticism is that of gaze, also called male gaze: the objectifying lens, both literal and metaphorical, that an assumed default male viewer has through media that depicts women from a masculine point of view. This gaze is constructed as necessarily objectifying; when scholars posit a female gaze, it is sometimes also cast as objectifying, simply swapping the genders of the seer and the seen. I argue that gaze can also be subjectifying...";http://commons.emich.edu/ac/vol5/iss1/3/
%C3%A1ine-keefer-a876449;2;;Acta Cogitata;04-11-2016;AbstractIn A Serious Proposal to the Ladies parts I and II, Mary Astell argues that social conditioning impacts women\u2019s self-image in such a way as to prevent them from striving for scholarly achievement. Astell\u2019s solution is to allow women to withdraw from society into dedicated schools for women and by women, as an alternative to marriage and family life. In this paper, I will explore some of the implications of that argument, how it might be expanded to other marginalized populations,...;http://commons.emich.edu/ac/vol4/iss1/4/
%C3%A1ine-r-folan;1;00-09;The mOther Tongue Journal;03-05-2017;The mOther Tongue Journal celebrates culture and bilingual students through foreign language publications.;null
%C3%A1lvaro-moreno-soto-543b997b;1;;Journal of Fluid Mechanics;31-12-2019;null;http://dx.doi.org/10.1017/jfm.2019.806
%C3%A1lvaro-moreno-soto-543b997b;2;;Physical Review Fluids;31-12-2019;null;https://doi.org/10.1103/PhysRevFluids.5.063605
%C3%A1lvaro-moreno-soto-543b997b;3;;University of Twente;02-03-2019;PhD thesis, official book available for free containing my publications and latest results from my research at UT;https://research.utwente.nl/en/publications/bubbles-on-surfaces-diffusive-growth-amp-electrolysis
%C3%A1lvaro-moreno-soto-543b997b;4;;Journal of Fluid Mechanics;31-12-2018;null;https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/transition-to-convection-in-single-bubble-diffusive-growth/B73B02A0729E91B51BBA193ACC81B597
%C3%A1lvaro-moreno-soto-543b997b;5;;Journal of Fluid Mechanics;31-12-2017;null;https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/coalescence-of-diffusively-growing-gas-bubbles/0E070FB23CF5B6B3D1EE7E044F62AF31
%C3%A1lvaro-moreno-soto-543b997b;6;;Energy & Environmental Science;31-12-2017;null;https://pubs.rsc.org/en/content/articlelanding/2018/ee/c8ee02657b/unauth#!divAbstract
%C3%A1lvaro-moreno-soto-543b997b;7;02;Langmuir;31-12-2017;null;https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.8b01372
%C3%A1lvaro-moreno-soto-543b997b;8;;Langmuir;31-12-2016;null;https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.7b02978
%C3%A1lvaro-moreno-soto-543b997b;9;;Journal of Fluid Mechanics;31-12-2016;null;https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/gas-depletion-through-single-gas-bubble-diffusive-growth-and-its-effect-on-subsequent-bubbles/53AD493B50AD1A952BC38D00514309B1
%C3%A1lvaro-moreno-soto-543b997b;10;02;Journal of Fluid Mechanics;31-12-2016;null;https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/history-effect-on-bubble-growth-and-dissolution-part-2-experiments-and-simulations-of-a-spherical-bubble-attached-to-a-horizontal-flat-plate/A28089E8DDD40535D8BB11EF72ED2F15
%C3%A1lvaro-plata-franco-70352ba5;1;;ECONOMICS AND MANAGEMENT - 2012;01-05-2012;"LLL/ERASMUS IP European project \u201cRECEIVE 2012\u201d (University of Kaunas, Lithuania)-Presentation and defense of  the article at the \u201cINTERNATIONAL STUDENTS' SCIENTIFIC CONFERENCE ECONOMIC & MANAGEMENT\u201d-Publications in the journal \""ECONOMICS AND MANAGEMENT- 2012\"" ISBN 978-609-02-0516-7";null
%C3%A1lvaro-plata-franco-70352ba5;2;;ECONOMICS AND MANAGEMENT - 2012;01-05-2012;"LLL/ERASMUS IP European project \u201cRECEIVE 2012\u201d (University of Kaunas, Lithuania)-Presentation and defense of  the article at the \u201cINTERNATIONAL STUDENTS' SCIENTIFIC CONFERENCE ECONOMIC & MANAGEMENT\u201d-Publications in the journal \""ECONOMICS AND MANAGEMENT- 2012\"" ISBN 978-609-02-0516-7";null
%C3%A1ngela-capeles-a9a20998;1;;The Burg Magazine;31-05-2017;Short story.;https://theburgnews.com/culture/student-scribes-bombeando-en-san-juan-angela-capeles-segarra
%C3%A1ngela-capeles-a9a20998;2;00-03;Tecno Caribe;14-08-2014;null;http://tecnocaribe.com/invertir-en-la-educacion-un-negocio-redondo/
%C3%A1ngela-capeles-a9a20998;3;00-01-00-03;Metro.pr;01-08-2014;null;http://www.metro.pr/entretener/suenan-convertir-la-danza-en-una-profesion-rentable/pGXnga!PegyLidgzj6Y/#.U7Nbqj86Vhc.facebook
%C3%A1ngela-capeles-a9a20998;4;00-01;Entrepar\u00e9ntesis;31-12-2012;null;http://entreparentesis.com/2013/01/dialogo-con-la-basura/
%C3%A1ngela-capeles-a9a20998;5;;Entrepar\u00e9ntesis;31-12-2012;null;http://entreparentesis.com/2013/04/miradas-al-rotc/
%C3%A1ngela-capeles-a9a20998;6;;Entrepar\u00e9ntesis;31-12-2011;null;http://entreparentesis.com/2012/11/la-aventura-de-cortadito-o-capuchino/
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;1;00-03-00-03;Redes, alianzas y grupos de poder en el mundo atl\u00e1ntico / S\u00edntesis;01-01-2016;Chapter in a collective bookISBN 9788490774281;null
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;2;00-00-01;Romance Notes 55.2;01-01-2015;Research article in a journal;null
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;3;00-01-00-03;Revista Historia Aut\u00f3noma 5;01-01-2014;Book review in a journal;null
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;4;2019-2019;Review of Social Studies, Law and Psychology 3;01-01-2013;Research article in a journal;null
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;5;00-03-00-03-00-01;No es pa\u00eds para j\u00f3venes / Instituto Valent\u00edn Foronda;01-01-2012;Chapter in a collective bookISBN 978-849860-636-2;null
%C3%A1ngela-p%C3%A9rez-del-puerto-09a560104;6;1898;IX Encontro Internacional da ANPHLAC / ANPHLAC;01-01-2010;Research article in a journal;null
%C3%A1sgeir-bollason-2374255;1;;null;null;Industry trade magazines specializing inshowing images from various weddings and trend in wedding fashions, food, floral and linen decor;null
%C3%A5d%C4%AFa-el-o-ra-%C3%BCra-musik-9a520450;1;;http://www.vogue.it/en/photovogue/Profilo/f24d05e4-851b-461a-9a22-009f93691b5a/User;null;URL / tearsheets available upon request;http://www.vogue.it/en/photovogue/Profilo/f24d05e4-851b-461a-9a22-009f93691b5a/User
%C3%A5sa-bollvik-a1262799;1;;Interiors + Sources;03-04-2016;null;http://www.interiorsandsources.com/article-details/articleid/20007/title/designers-to-watch.aspx
%C3%A5sa-bollvik-a1262799;2;;Go Design Go;23-10-2015;null;http://godesigngo.com/where-in-the-ddb/meet-design-student-on-the-rise-asa-bollvik/
%C3%A7lirim-sheremeti-7b9a61147;1;2019-00-00-00;sbunker;13-06-2020;Nj\u00eb artikull i shkurt\u00ebr q\u00eb p\u00ebrshkruan disa m\u00ebnyra dhe veprime praktike q\u00eb mund t\u00eb nd\u00ebrmirren p\u00ebr t\u00eb rritur angazhimin e t\u00eb rinjve n\u00eb vendimmarrje dhe politik\u00eb.;https://sbunker.net/op-ed/90508/qysh-me-i-fuqizu-trinjte-per-vendimmarrje-e-politike/
%C3%A7lirim-sheremeti-7b9a61147;2;;Kosovo 2.0;16-08-2019;"An analysis of the history of volunteering and volunteering policy in Kosovo; comparison with regional volunteering policies, and recommendations for policy change.";https://kosovotwopointzero.com/en/are-kosovos-policies-actually-helping-youth-who-want-to-volunteer/
%C3%B6zden-melis-ulu%C4%9F-b5703329;1;201-0131-011-0131-0131-201-2019-187-0131-015-015-0131-015;Fe Dergi: Feminist Ele\u015ftiri;21-01-2016;T\u00fcrkiye\u2019de evlenen kad\u0131n\u0131n kocas\u0131n\u0131n soyad\u0131n\u0131 almas\u0131 durumu Medeni Kanun\u2019un 187. maddesi(MK.m.187) taraf\u0131ndan d\u00fczenlenmektedir. Bu madde var olan ataerkil sistemin erke\u011fin \u00fczerinden yeniden kurulmas\u0131na imkan vererek hegemonik erkekli\u011fin kendini yeniden \u00fcretmesinde \u00f6nemli bir rol oynamaktad\u0131r. MK.m.187 kurumsal olarak erkekli\u011fi yeniden \u00fcreterek hem erkekli\u011fin kad\u0131n \u00fczerindeki hakimiyetini hem de cinsiyet rollerini me\u015frula\u015ft\u0131rmaktad\u0131r. Heteroseks\u00fcel normlar i\u00e7erisinde evlenen \u00e7iftlerde erkek,...;http://cins.ankara.edu.tr/14_4.pdf
%C3%B6zden-melis-ulu%C4%9F-b5703329;2;0131-00-06-00-015;Dipnot Yay\u0131nlar\u0131;31-10-2014;Elinizdeki kitap, \u00fclkemiz toplumsal m\u00fccadele tarihinde bundan b\u00f6yle bir milat say\u0131labilecek Gezi Direni\u015fi 'ne kat\u0131lan farkl\u0131 gruplar\u0131n bu direni\u015fe neden omuz verdiklerinin, direni\u015f\u00e7ilerin isyan boyunca neler hissettiklerinin, ya\u015fad\u0131klar\u0131 g\u00fczel ve h\u00fcz\u00fcnl\u00fc anlar\u0131n ve ayn\u0131 zamanda maruz kal\u0131nan ya da tan\u0131k olunan polis \u015fiddetinin ve vah\u015fi uygulamalar\u0131n hik\u00e2yesini anlat\u0131yor.Direni\u015fte yer alan gruplar\u0131n motivasyonlar\u0131n\u0131 anlaman\u0131n yan\u0131 s\u0131ra her grubun di\u011fer grup veya gruplar\u0131 nas\u0131l g\u00f6rd\u00fc\u011f\u00fcn\u00fc...;http://www.idefix.com/kitap/bir-olmadan-biz-olmak-ozden-melis-ulug/tanim.asp?sid=FW5SB4BBHO1OH8T2PZQA
%C3%B6zden-melis-ulu%C4%9F-b5703329;3;015-00-00-00;Biamag / Bianet;10-06-2014;"Kad\u0131n s\u00fcr\u00fcc\u00fcler trafikte, sokakta, okulda, i\u015fyerinde, filmlerde, dizilerde, haber metinlerinde ve sosyal medyada s\u00fcrekli tacize u\u011fruyor. Herkes kendinden emin bir \u015fekilde onlar\u0131n yetenekleri, bilgileri, trafikteki davran\u0131\u015flar\u0131 hakk\u0131nda kimi zaman \u201cespri\u201d s\u00fcs\u00fc verilmi\u015f bir \u015fekilde, kimi zaman aleni bir sald\u0131rganl\u0131kla ahkam kesiyor. Kad\u0131nlar\u0131n ula\u015f\u0131m \u00f6zg\u00fcrl\u00fc\u011f\u00fcn\u00fc k\u0131s\u0131tlayan, \u00f6z-yeterlik duygular\u0131n\u0131 zedeleyen, ara\u00e7 kullanma esnas\u0131nda direkt ya da dolayl\u0131 bask\u0131 g\u00f6rmesine neden olan; erkeklerin...";http://www.bianet.org/biamag/toplumsal-cinsiyet/155571-su-surucu-var-ya-kesin-bayan
