public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;1;28-02-2013;null;Securities  and  broker  business  license;\u4e2d    \u83ef    \u6c11    \u570b    \u8b49    \u5238    \u5546    \u696d    \u540c    \u696d    \u516c    \u4f1a;\u8b49   \u5238   \u5546   \u696d   \u52d9   \u4eba   \u54e1\u5c08   \u696d   \u79d1   \u76ee   \u6e2c   \u9a57   \u6210   \u7e3e   \u5408   \u683c   \u8a31   \u53ef   \u8b49(1   0   1)   \u8b49   \u5546   \u696d   \u6e2c   \u8b49   \u5b57   \u7b2c   O   \u4e8c   \u4e00   \u4e03   \u4e00   O   O   O   \u516d   \u56db    \u865f\u4e2d   \u83ef   \u6c11   \u570b   \u8b49   \u5238   \u5546   \u696d   \u540c   \u696d   \u516c   \u4f1a  \u7406   \u4e8b   \u9577   \u9ec3   \u654f   \u52a9\u4e2d   \u83ef   \u6c11   \u570b    1   0   2    \u5e74    2   /   1    1   0   1   0   2   1   1   0   5   5
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;2;30-09-2012;null;University Bachelor of Business Outstanding Contribution Award;Aletheia University of Associate Professor;null
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;3;31-08-2012;null;\u91d1         \u878d         \u5e02         \u5834          \u5e38          \u8b58          \u8207          \u8077         \u696d          \u9053          \u5fb7         \u8b49        \u7167;\u8ca1   \u5718   \u6cd5   \u4eba <  \u4e2d   \u83ef   \u6c11    \u570b >   \u8b49  \u5238  \u66a8  \u671f  \u8ca8  \u5e02  \u5834  \u767c  \u5c55  \u57fa  \u91d1  \u6703  ( \u8463 \u4e8b \u9577 ) : \u5433   \u58fd   \u5c71;null
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;4;31-01-2007;null;Association of the R.  O.  C. Xu Quan  ( My Father's Honor );Association of the R.  O.  C. Xu Quan < Changhua County Branch >;Association of the R.  O.  C. Xu Quan < Changhua County Branch >2007 Years .Friendship pet contest (Race)ChampionshipChief Director:\u9673   \u570b\u83efGive  a  CertificateUmaita    Success.
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;5;31-05-2002;null;Taichung  K.C.T. International Award for The Most Holy Xuquan Ehibition Game <\u79c1\u306e\u7236\u306e\u540d\u8a89>;K.  C.  T. Taiwan   Association   For  The   Advancement   Chuquan;(i):K.   C.   T .Association Taichung Taiwan Xuquan Most Holy Dog \u200b\u200bShow Competition Award<  This Year The First Session of The Dog Show Competition  ><<  \u79c1     \u306e     \u7236     \u306e     \u540d     \u8a89  >>(ii):My Father Recommended By The Executive Director of The Second Session of The R.O.C Association for The Advancement of Dog.(iii):French Bulldog Club Founder and President of The K.  C.  T.
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;1;30-06-2018;null;\u6d59\u6c5f\u5927\u5b662018\u5c4a\u4f18\u79c0\u6bd5\u4e1a\u751f;\u6d59\u6c5f\u5927\u5b66;null
%F0%9F%92%8A-alison-low-a23b75179;1;31-08-2011;null;JurongHealth Allied Health Scholarship;JurongHealth;null
-janaho;1;31-08-2015;null;NUS Award for Study Abroad (NASA) Exchange Scholarship/Bursary in Aug 2015;National University of Singapore;null
-janaho;2;30-09-2014;null;NUS Colours Award - Silver;null;Presented with a Silver Colours Award for excellent service to NUS Business School in AY2013/2014.
-janaho;3;31-08-2013;null;NUS Business School Dean\u2019s Scholarship AY2013/2014;null;null
1bushra;1;31-10-2015;null;Always Put Outstanding Service First;Pattonair;"I always take ownership when a customer has a query or request. It may not be \""my job\"" or something that I would normally do however, as long as the request is reasonable and I can deliver it, I tell them that I can do it. If I cannot resolve it, I effectively hand it over to someone who can, keeping the customer informed."
1bushra;2;30-09-2015;null;Always Put Outstanding Service First;Pattonair;I show customers that they are the beginning and end of what we do. I understand that our purpose as a business is to satisfy their needs and that is achieved through delivering outstanding service both internally and externally.
a-aravind-1775821b2;1;30-09-2016;null;SINDA Excellence Award (SEA) 2016;The Singapore Indian Development Association (SINDA);null
a-aravind-1775821b2;2;30-09-2015;null;2nd at Singapore Heritage Short Film Competition 2015;Singapore Film Society;Producer of documentary short, 'Beneath The Spikes.'
a-aravind-1775821b2;3;31-08-2015;null;Nominated for 'Best Documentary' at National Youth Film Awards (NYFA) 2015;*SCAPE;Producer of documentary short, 'Beneath The Spikes.'
a-b-m-emrul-kayes-9a5ba93a;1;30-11-2012;null;Vice-Chancellor's Leadership Award;University of Tasmania;null
a-dejun-huang;1;31-05-2020;null;EF-NTU Startup Bootcamp 2020: Deep Tech for Impact (2nd runner-up);Entrepreneur First;- Team IAMSPACE - applying AI and Additive Manufacturing in spacecraft testing- 2nd runner-up for final pitch showcase
a-riff-khan-1b96a315b;1;30-11-2016;null;Excellent Service Award;SPRING Singapore;EXSA is a national award that recognizes individuals who have delivered quality service. It seeks to develop service models for staff to emulate and to create service champions.
a-riff-khan-1b96a315b;2;;null;Company Best Physical Trainee;SAF;Awarded for achieving the highest score in the Individual-Physical-Proficiency-Test (IPPT) as well as the Standard-Obstacle-Course (SOC).
a-riff-khan-1b96a315b;3;;null;Overall Company Best Recruit;null;The Overall Company Best award is given to the recruit with the highest overall scores.
aaandychua;1;01-09-2018;01-12-2019;The 77th Cultural Night: Through The Decades;Project Head & Head of Sales & Marketing;Cultural Night is the biggest and the most anticipated student-organised social event of the semester. As the name suggests, the event embraces and celebrates the multi-cultural diversity of Les Roches, by allowing different nationalities to take pride in showcasing their traditional food and performances.
aaandychua;2;01-08-2015;01-12-2018;Les Roches Class Committee;Class Delegate;Volunteered and voted the Class Delegate in 2018.Volunteered and voted the Assistant Class Delegate in 2015.
aaandychua;3;01-02-2013;01-11-2014;Catholic Junior College Class Committee;Class Chairman;Nominated and voted the Class Chairman in 2013 and continued the leadership role in 2014.
aaandychua;4;01-06-2013;01-07-2014;Catholic Junior College Speakers' Ink (Debates & Oratorical Society);Coach / Captain;Catholic Junior College's Premier Debates & Oratorical SocietyEmceed for the school's Annual Sports Carnival (2013), Inter-House Games (2013), Parent Information Evening for both Year 1 & 2 Students (2014) and Open House (2014).Organised the Annual Flame Wars, a debating competition, in 2013 and 2014.Took on the challenge of mentoring peers and juniors in the absence of a Coach in 2014.
aaandychua;5;01-05-2011;01-10-2011;Maris Stella High School House Committee;Vice-Captain;Assigned the Vice-Captain of Francois House in Maris Stella High School.Organised many sports events during the school year such as the Annual Cross Country, Annual Track & Field Meet and Inter-Class Games.
aakash-gupta-ab03b995;1;30-09-2016;null;Deans List (2015-16);School of Computer Science and Engineering;Awarded in view of excellent academic performance in academic year 2015-16 for being among the highest achievers in the program
aakash-gupta-ab03b995;2;30-09-2014;null;Deans List (2013-14);School of Computer Engineering;Awarded in view of excellent academic performance in academic year 2013-14 for being among the highest achievers in the program
aakash-v-raman-a67211136;1;31-01-2010;31-07-2013;National Police Cadet Corps;Squad Leader;1. Planned and organized weekly training activities for all members.\n\n2. Taught new methods and important skills to the junior members as well as instilled discipline in my peers.\n\n3. Took part and led a group in planning of yearly camps.
aamer-aslam-758a3940;1;31-03-2017;null;Achiever award;Tetra Pak ASEAN;Awarded for exceptional performance and successful handling of a greenfield project
aamer-aslam-758a3940;2;29-02-2012;null;ACE Award;Accenture;Was awarded the Accenture Celebrates Excellence award for successfully delivering highly critical client deliverables.
aamer-aslam-758a3940;3;31-03-2007;null;Best All-Rounder;The Delta Study;Was awarded the Best- Allrounder for excellence in curricular and extra-curricular activities
aamer-aslam-758a3940;4;30-06-2006;null;Head Boy;The Delta Study;Was elected as the Head boy of the school to represent all the students and to lead the school.
aandesilva;1;01-09-2016;null;Scrum Alliance;Member;Membership ID: 42198571
aandesilva;2;01-03-2004;null;IESL;Associate Member - A/M7954;null
aankita-mukherjee;1;31-01-2013;null;Dean's List;National University of Singapore, Dean's Office;Awarded to top 5% of a cohort.
aankita-mukherjee;2;31-01-2012;null;NASA Award for Exchage;NUS International Relations Office;Awarded to top 10% of students for Student Exchange Programme, based on overall excellence.
aankita-mukherjee;3;31-12-2011;null;"\""Whale Done\"" Certificate";Autodesk Inc.;Certificate of acknowledge for contributions during internship.
aaron-c-9b977aa;1;01-10-2014;null;The Chartered Insurance Institute;Dip CII;null
aaron-c-9b977aa;2;01-07-2014;null;Singapore College of Insurance;Insurance Management Associate Programme;null
aaron-chung-440634ba;1;31-12-2007;31-12-2012;HKU Rock Climbing Team;Team Member;null
aaron-huang-wf;1;31-01-2016;null;First Place of Accounting Literacy Challenge 2016;Singapore Institute of Management Accounting Association;At NUS, Aaron has participated and won in an Accounting Literacy Challenge 2016 initiated by the Singapore Institute of Management Accounting Association. As part of a team, he was awarded the First Place in the final round of Grant Thorton Audit Case Study.
aaron-huang-wf;2;31-08-2013;null;MILK-Ian Peter Windle Scholarship;Mainly I Love Kids (\u201cMILK\u201d) Fund;null
aaron-jason-martin;1;30-06-2016;31-12-2018;Young Pharmacists Chapter of the Pharmaceutical Society of Singapore;Member;null
aaron-khoo-%E9%82%B1%E5%AE%B6%E4%BC%9F-a474421b2;1;31-03-2018;null;Nanyang Scholar;Nanyang Technological University;Awarded the top tier Nanyang Scholarship to pursue undergraduate studies at NTU.
aaron-khoo-%E9%82%B1%E5%AE%B6%E4%BC%9F-a474421b2;2;31-03-2018;null;School of Chemical and Biomedical Engineering Outstanding Student Award;Nanyang Technological University;Awarded to top incoming students for their stellar A Level results .
aaron-lee-0a346090;1;30-04-2015;null;Best Emcee;Hall of Residence 11, Nanyang Technological University;- Demonstrated effective public speaking skills through hosting multiple hall events throughout the year.
aaron-lee-0a346090;2;30-04-2014;null;Best Rookie of the Year (Recreational Games);Hall of Residence 11, Nanyang Technological University;"- Awarded to the \""best performing freshman\"" in recreational games out of 200 freshmen.- Represented hall in 7 different inter-hall recreational games."
aaron-lee-0a346090;3;30-11-2012;null;Commanders Coin;8th Battalion Singapore Infantry Regiment, Singapore Armed Forces;- Awarded to top performing soldiers of the unit upon ORD from 2 years of National Service.
aaron-lee-0a346090;4;30-04-2011;null;Platoon Best Recruit;Basic Military Training School, Singapore Armed Forces;- Awarded to the most outstanding recruit from a platoon of 60 soldiers during the basic military training phase.
aaron-lee-0a346090;5;31-01-2009;null;Champion, Golf Monthly Medal for January (C Division);Laguna National Golf and Country Club;- Took the initiative to apply for Golf as external CCA in Junior College and competed in club events.
aaron-lim-tf;1;31-08-2014;null;Badminton;Singapore Badminton Association;Top 8 in Nationals representing Maris Stella High School as first doubles.
aaron-lim-tf;2;31-05-2014;null;Badminton;Singapore Badminton Association;2nd Place in North Zone Singapore Badminton
aaron-lim-tf;3;31-10-2013;null;Badminton;China Badminton International;Top 4 position in Doubles Representing Maris Stella High School in China Badminton exchange programme
aaron-phang-380a4a15b;1;31-05-2013;null;Outstanding performance in the module \u201cEngineering System Design\u201d.;Leica;null
aaron-phang-380a4a15b;2;30-04-2013;null;Outstanding performance for module \u201cInstrumentation and control\u201d;Motorola;null
aaron-poh-a75b52104;1;30-09-2016;null;Public Policy Challenge 2016 Finalist;Public Service Division;- Identified potential issues of a digitised economy and proposed policy solutions on how businesses, workers and the government can work together and thrive in this environment- Emerged as a finalist with my team
aaron-poh-a75b52104;2;31-08-2014;null;SMU Scholars' Programme;Singapore Management University;The prestigious SMU Scholarship, established in 2003, is available to outstanding newly admitted local and international undergraduates studying full-time at any of the following schools at the Singapore Management University:-Lee Kong Chian School of Business-School of Accountancy-School of Information Systems-School of Economics-School of Law-School of Social SciencesEligibility Criteria:-Full-time SMU first year undergraduate of any...\nThe prestigious SMU Scholarship, established in 2003, is available to outstanding newly admitted local and international undergraduates studying full-time at any of the following schools at the Singapore Management University:-Lee Kong Chian School of Business-School of Accountancy-School of Information Systems-School of Economics-School of Law-School of Social SciencesEligibility Criteria:-Full-time SMU first year undergraduate of any nationality-Outstanding academic results-Demonstrate leadership qualities-Good communications skills-Outstanding co-curricular activities-Good record of community service-Exemplary conduct and embody the SMU CIRCLE Values of Commitment, Integrity, Responsibility, Collegiality, Leadership and Excellence\nShow moreShow less
aaron-poh-a75b52104;3;31-08-2012;null;CCA Service Distinction Award;Meridian Junior College;Awarded for outstanding contributions to the MJC Rockclimbing team
aaron-poh-a75b52104;4;31-01-2010;null;MJC Talent Management Programme;Meridian Junior College;null
aaron-tan-590245193;1;31-07-2019;31-08-2019;Ministry of Law;Media Team Member for the Singapore Convention on Mediation;Aided in the conducting of interviews of foreign delegates\nAided in managing the media department of the event \nAided with actual day event organisation
aaron-teo-8b3252102;1;;null;Kayaking Proficiency Personal Skill Award - Two Star Award;Singapore Canoe Federation;null
aaron-teo-8b3252102;2;;null;National Survival Swimming Award - Gold Star Award;Singapore Sports Council;null
aaron-teo-8b3252102;3;;null;National Youth Achievement Award Bronze;National Youth Achievement Award Singapore;null
aaron-teo-8b3252102;4;;null;Youth Excellence Award in the Heartlands (YEAH!);South West Community Development Council;null
aaron-ting-99082a136;1;31-08-2017;null;Club Champion for (Speech) Evaluation Contest & Area Z2 Finalist;Toastmasters District 80;null
aaron-ting-99082a136;2;31-08-2016;null;2nd Runner Up for Evaluation, Humorous Speech & Evaluation Contest (Club Level);Toastmasters International;null
aaron-ting-99082a136;3;31-05-2016;null;Outstanding Alumni Award;Pioneer Junior College;null
aaron-ting-99082a136;4;;null;Outstanding Alumni Award;null;null
aaron-wee-b014485a;1;;null;Professional Attachment Certificate of Commendation;Nanyang Business School;Awarded for best overall performance (top 10%) in Professional Attachment for Bachelor of Business
