public_identifier;num_accomplishment_patents;title;issuer;issued_on;description;application_number;patent_number;url
pelegbahar;1;;United States;12-08-2013;A system and method for detecting driving performance data is provided. The system and method include a mobile device in electronic communication with a network and one or more sensors for measuring at least one parameter associated with operation of a vehicle. A driving performance engine in electronic communication with the mobile device. The driving performance engine verifies the vehicle and a driver of the vehicle, detects vehicle movement by comparing sensor data obtained by the mobile device with a predefined set of rules, records driving performance data, transmits the driving performance data anonymously to an insurance provider computer system, and receives insurance cost information from the insurance provider computer system based on the driving performance data.;US20140046701 A1;US20140046701 A1;https://www.google.com/patents/US20140046701?dq=peleg+bachar&hl=en&sa=X&ei=H3ZgVMXMOsrB7AbSq4CYDQ&ved=0CCQQ6AEwAQ
joshua-lewis-colman-14b5a533;1;;More than 70 patent families (around 45 issued);null;I have over 70 patent families - several hundred individual patents (hence, I do not list them above!);null;null;null
yuval-zuk-levmed-ecg-electrodes-belt;1;;Israel;20-04-2004;null;6725079;6725079;null
yuval-zuk-levmed-ecg-electrodes-belt;2;;Israel;29-07-2003;null;6600401;6600401;null
yuval-zuk-levmed-ecg-electrodes-belt;3;;Israel;13-11-2001;null;6317618;6317618;null
yuval-zuk-levmed-ecg-electrodes-belt;4;;Israel;05-06-2001;null;6242919;6242919;null
yuval-zuk-levmed-ecg-electrodes-belt;5;;Israel;19-12-2000;null;6163240;6163240;null
yuval-zuk-levmed-ecg-electrodes-belt;6;;Israel;05-12-2000;null;6157281;6157281;null
yuval-zuk-levmed-ecg-electrodes-belt;7;;Israel;05-12-2000;null;6157278;6157278;null
yuval-zuk-levmed-ecg-electrodes-belt;8;;Israel;21-11-2000;null;6150911;6150911;null
yuval-zuk-levmed-ecg-electrodes-belt;9;;Israel;04-05-1999;null;5900793;5900793;null
ehud-gabai;1;;Korea;21-07-2015;null;1020150102875;1020150102875;null
ehud-gabai;2;;Korea;16-09-2014;null;1020140122626;1020140122626;null
ofer-vitner-8b3b19;1;;Europe;22-05-2012;null;null;null;null
nuriel-rogel-0522b213b;1;;United States;11-08-2020;null;10,742,461;10,742,461;https://patents.justia.com/patent/10742461
nuriel-rogel-0522b213b;2;;United States;17-03-2020;Relay Attack prevention in wireless communication receivers;10,594,727;10,594,727;https://patents.justia.com/patent/10594727
dakra;1;;United States;01-01-2010;See also http://books.google.com/patents/US7818812.pdfCargo insurance agents around the world must acquire, store, and secure numbered certificate paper from each carrier who insures their shipments. Once printed, negotiable certificates of insurance are sold from shipper to shipper as cargo is transferred on the way to its destination, without the insurer's involvement.What if the need for the special paper, its printing, delivery, tracking, storage, and protection could be eliminated?What if you could safely buy a ticket printed on plain paper from a scalper in a venue's parking lot with total confidence that it was valid for the event and seat as described? Even if there is no wireless access?The invention described herein utilizes a universally known and accepted unique item that is independently identifiable and valuable so as to be constituted for difficulty of counterfeiting as an authenticator item. The identity of this item is included in an authorization calculation which can only be accomplished by an authorizing issuing authority. In a preferred embodiment of the invention, the authenticator is a serial numbered item such as a currency bill or note. The document may be created in a decentralized fashion using ordinary plain paper and the document may even take electronic or other forms. The issuing authority must have the critical or important details of the document and must authorize the creation of the document before it can be created. Further the document's authenticity may be verified without communication back to the issuing authority.;2008 US 7,353,398 and 2010 US 7,818,812;2008 US 7,353,398 and 2010 US 7,818,812;http://dev.patents.com/pdf-7818812.html
dakra;2;;7624257;null;See also http://books.google.com/patents/US7624257.pdfThis defines a processor that has unequal multithreading capabilities. This allows for a highest priority thread that cannot use much resources in a way that detracts from the performance of the next highest priority thread.It is intended to allow for a preferred set of multiprogramming priorities:  Highest priority for I/O bound threads, but with constraints on how much L1 and L2 cache they can use.;null;null;http://www.patentstorm.us/patents/7624257/fulltext.html
oded-globerman-79a3004;1;;United States;10-09-2008;null;US20090093137A1;US20090093137A1;https://patents.google.com/patent/US20090093137A1/en?inventor=oded+Globerman%%27&oq=oded+Globerman%%27
oded-globerman-79a3004;2;;Switzerland;19-07-2007;null;WO2007080575A1;WO2007080575A1;https://patents.google.com/patent/WO2007080575A1/en?inventor=oded+globerman&oq=oded+globerman
oded-globerman-79a3004;3;;United States;01-09-2006;null;US8552422B2;US8552422B2;https://patents.google.com/patent/US8309953B2/en
dan-mamet-83a14143;1;;Israel;08-01-2018;A method of using a vault;249759;249759;null
nuriel-amir-1776374;1;;United States;01-10-2013;Method and systems provide growth of polymer structures at a high rate in a selective manner. In various embodiments, the method or system can expose the growth site to a polymer source and growing a polymer tube at a rate of at least 80 micrometer per hour at the growth site. The method or system can provide selectivity by providing a growth site on a substrate by patterning a metal, such as copper, that provides a seed site for the polymer. Non-selected sites can be coated with a polymer growth inhibitor, such as polyimide or silicon nitride.;US 08569103;US 08569103;null
nuriel-amir-1776374;2;;United States;01-05-2012;null;8,169,833;8,169,833;http://www.google.com/patents/US8169833?dq=8,169,833&ei=ABT0UKuwO8OFiAL5lYHQAQ
nuriel-amir-1776374;3;;United States;01-09-2001;An improved method of forming an MOS transistor, which includes forming a polysilicon layer on a silicon dioxide layer, which is formed on a substrate. After etching the polysilicon and silicon dioxide layers to define a gate electrode and a gate oxide, dopants are implanted into the substrate. Following that implantation step, the exposed portion of the gate oxide is cleaned and sealed.;US6291299 B1;US6291299 B1;null
nuriel-amir-1776374;4;;United States;01-11-2013;The disclosure is directed to designing and using an overlay target with orthogonal underlayer dummyfill. According to various embodiments, an overlay target may include one or more segmented overlay pattern elements forming at least one overlay target structure. The overlay target may further include one or more inactive pattern elements forming at least one dummyfill target structure. Each of the one or more inactive pattern elements may include dummyfill segmented along an axis orthogonal to a segmentation axis of at least one proximately disposed overlay pattern element. In some embodiments, each of the target structures or layers may be formed from a separate process layer successively disposed upon a substrate, such as a silicon wafer. In some embodiments, the overlay and dummyfill target structures may be twofold or fourfold rotationally symmetric to allow for certain manufacturing or metrology advantages.;null;null;null
nuriel-amir-1776374;5;;United States;01-10-2007;Source strap cells which are manufactured in a very similar way to conventional memory cells may be utilized to enable connections to the source of a memory cell. In other words, the source and the drain may be contacted by vias which are arranged identically in some embodiments. This may result in greater symmetry, reduced die size, and greater manufacturing efficiencies in some embodiments.;null;null;null
nuriel-amir-1776374;6;;United States;01-06-2006;In some embodiments, disclosed is an interconnect structure with embedded plugs;null;null;null
alon-kantor-30904435;1;;9,661,006;null;null;null;null;null
alon-kantor-30904435;2;;9,130,777;null;null;null;null;null
alon-kantor-30904435;3;;8,051,187;null;null;null;null;null
alon-kantor-30904435;4;;8,254,698;null;null;null;null;null
alon-kantor-30904435;5;;9,686,294;null;null;null;null;null
ron-feiner-a1060b87;1;;United States;22-09-2016;A device comprising a three-dimensional polymeric element and an electronic element integrated with the polymeric element is disclosed. The electronic element is made up of one or more electrode (s) each individually connectable to a measuring device and/or a controller, and each independently having a thin electrically-isolating layer deposited thereon such that the electrode is exposed to an environment surrounding the electrode at one or more pre-determined locations over the electrode. The device can include cells and/or tissue and/or a therapeutically active agent incorporated within the polymeric material. Processes of fabricating the device, systems for operating the device and methods utilizing same are also disclosed.;null;null;https://patents.google.com/patent/US20160270729A1/en
dalia-arazi-5661a633;1;;null;null;null;null;null;null
omer-shaked-62688353;1;;United States;30-01-2018;null;9880960;9880960;https://patents.justia.com/patent/9880960
